Id,R/O_final,Country,Entry,Artist,Song,Language,Placing,Year,R/O,Event,name,artists,id,popularity,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,analysis_url,duration_ms,time_signature
28,4.0,Luxembourg,3,Solange Berry,Un grand amour,French,9,1958,0.0,0,Un grand amour,Solange Berry,4J3TVPuP3xDwhYAcRQV4O8,3,spotify:track:4J3TVPuP3xDwhYAcRQV4O8,0.297,0.089,1,-26.825,1,0.139,0.955,0.0,0.733,0.233,80.855,audio_features,https://api.spotify.com/v1/audio-analysis/4J3TVPuP3xDwhYAcRQV4O8,209425,3
29,5.0,Sweden,1,Alice Babs,Lilla stjärna,Swedish,4,1958,0.0,0,Lilla stjärna,Alice Babs,1VrHijWfzrqYM9A76u1zBA,28,spotify:track:1VrHijWfzrqYM9A76u1zBA,0.237,0.257,10,-11.684,1,0.0401,0.988,0.000988,0.665,0.232,168.158,audio_features,https://api.spotify.com/v1/audio-analysis/1VrHijWfzrqYM9A76u1zBA,161693,3
30,6.0,Denmark,2,Raquel Rastenni,Jeg rev et blad ud af min dagbog,Danish,8,1958,0.0,0,Jeg rev et blad ud af min dagbog - 2005 digital remaster,Raquel Rastenni,4VyjhCkR2HmfVtGt1l7pR2,4,spotify:track:4VyjhCkR2HmfVtGt1l7pR2,0.319,0.274,9,-9.287,0,0.0328,0.951,0.0,0.238,0.322,121.728,audio_features,https://api.spotify.com/v1/audio-analysis/4VyjhCkR2HmfVtGt1l7pR2,201647,4
31,7.0,Belgium,3,Fud Leclerc,Ma petite chatte,French,5,1958,0.0,0,Ma petite chatte,Fud Leclerc,7f0mdKaCoMkTDmJSKk9Z75,7,spotify:track:7f0mdKaCoMkTDmJSKk9Z75,0.497,0.158,0,-20.279,0,0.0753,0.936,0.0,0.113,0.572,143.059,audio_features,https://api.spotify.com/v1/audio-analysis/7f0mdKaCoMkTDmJSKk9Z75,177981,4
32,8.0,Germany,3,Margot Hielscher,Für zwei Groschen Musik,German,7,1958,0.0,0,Für zwei groschen musik,Margot Hielscher,10UB4Cq9VbZQfVvMw4JWTr,0,spotify:track:10UB4Cq9VbZQfVvMw4JWTr,0.577,0.311,5,-11.718,1,0.0438,0.622,0.0,0.0511,0.741,78.767,audio_features,https://api.spotify.com/v1/audio-analysis/10UB4Cq9VbZQfVvMw4JWTr,178893,4
34,10.0,Switzerland,3,Lys Assia,Giorgio,"German, Italian",2,1958,0.0,0,Giorgio,Lys Assia,21PUjzA9mz1npwK3EM3dwg,1,spotify:track:21PUjzA9mz1npwK3EM3dwg,0.489,0.63,0,-6.131,1,0.0348,0.748,0.0,0.374,0.854,158.278,audio_features,https://api.spotify.com/v1/audio-analysis/21PUjzA9mz1npwK3EM3dwg,185093,4
35,1.0,France,4,Jean Philippe,"Oui, oui, oui, oui",French,3,1959,0.0,0,"Oui, oui, oui, oui",Jean Philippe,4tSo7D6BCswt1AMBI1m2eC,0,spotify:track:4tSo7D6BCswt1AMBI1m2eC,0.484,0.243,9,-13.75,1,0.0453,0.826,0.0,0.167,0.616,119.457,audio_features,https://api.spotify.com/v1/audio-analysis/4tSo7D6BCswt1AMBI1m2eC,138573,3
36,2.0,Denmark,3,Birthe Wilke,"Uh, jeg ville ønske jeg var dig",Danish,5,1959,0.0,0,"Uh, jeg ville ønske, jeg var dig",Birthe Wilke,4GYLSWBGWKqbGjmpHHIy4R,3,spotify:track:4GYLSWBGWKqbGjmpHHIy4R,0.679,0.367,5,-13.974,1,0.294,0.852,0.0,0.573,0.643,125.981,audio_features,https://api.spotify.com/v1/audio-analysis/4GYLSWBGWKqbGjmpHHIy4R,158027,4
37,3.0,Italy,4,Domenico Modugno,"Piove (Ciao, ciao bambina)",Italian,6,1959,0.0,0,"Piove (ciao, ciao bambina)",Domenico Modugno,2NkzObqasT8zAXTYKEeATu,3,spotify:track:2NkzObqasT8zAXTYKEeATu,0.29,0.582,2,-8.246,1,0.044,0.717,1.2e-06,0.342,0.343,127.216,audio_features,https://api.spotify.com/v1/audio-analysis/2NkzObqasT8zAXTYKEeATu,181427,4
38,4.0,Monaco,1,Jacques Pills,Mon ami Pierrot,French,11,1959,0.0,0,Mon ami pierrot,Jaques Pills,5Bhj2761zwyBnClPTgE8Mm,2,spotify:track:5Bhj2761zwyBnClPTgE8Mm,0.389,0.725,7,-12.271,1,0.594,0.677,0.0,0.891,0.382,142.484,audio_features,https://api.spotify.com/v1/audio-analysis/5Bhj2761zwyBnClPTgE8Mm,185784,4
39,5.0,Netherlands,4,Teddy Scholten,Een beetje,Dutch,1,1959,0.0,0,Een beetje,Teddy Scholten,6fQfOgajFEdUTOvAQNoinK,31,spotify:track:6fQfOgajFEdUTOvAQNoinK,0.542,0.231,0,-15.577,0,0.0899,0.865,0.0,0.0796,0.482,130.886,audio_features,https://api.spotify.com/v1/audio-analysis/6fQfOgajFEdUTOvAQNoinK,181200,5
40,6.0,Germany,4,Alice & Ellen Kessler,Heute Abend wollen wir tanzen geh'n,German,8,1959,0.0,0,Heute abend woll’n wir tanzen geh’n,Alice & Ellen Kessler,7po3x6HaK2WeqnzQmmRTWA,0,spotify:track:7po3x6HaK2WeqnzQmmRTWA,0.488,0.519,8,-4.952,1,0.0305,0.694,0.0,0.246,0.775,135.698,audio_features,https://api.spotify.com/v1/audio-analysis/7po3x6HaK2WeqnzQmmRTWA,157133,4
41,7.0,Sweden,2,Brita Borg,Augustin,Swedish,9,1959,0.0,0,Augustin,Brita Borg,3Slc76uWyTN3eMt4L8aIv1,0,spotify:track:3Slc76uWyTN3eMt4L8aIv1,0.441,0.294,2,-22.263,1,0.483,0.778,0.0,0.915,0.692,111.972,audio_features,https://api.spotify.com/v1/audio-analysis/3Slc76uWyTN3eMt4L8aIv1,210078,4
42,8.0,Switzerland,4,Christa Williams,Irgendwoher,German,4,1959,0.0,0,Irgendwoher,Christa Williams,1NM984OomlTjwPI3BAlatM,5,spotify:track:1NM984OomlTjwPI3BAlatM,0.265,0.168,1,-22.861,1,0.0648,0.924,0.0,0.906,0.484,81.73,audio_features,https://api.spotify.com/v1/audio-analysis/1NM984OomlTjwPI3BAlatM,223348,1
43,9.0,Austria,3,Ferry Graf,Der K und K Kalypso aus Wien,German,9,1959,0.0,0,Der k und k kalypso aus wien,Ferry Graf,3vds04DhVDdLqtgHwFA2GY,3,spotify:track:3vds04DhVDdLqtgHwFA2GY,0.365,0.42,2,-22.334,1,0.79,0.772,0.0,0.939,0.887,76.654,audio_features,https://api.spotify.com/v1/audio-analysis/3vds04DhVDdLqtgHwFA2GY,171077,4
45,11.0,Belgium,4,Bob Benny,Hou toch van mij,Dutch,6,1959,0.0,0,Hou toch van mij,Bob Benny,6bFkXFZujrQBO4LGvmNv5D,4,spotify:track:6bFkXFZujrQBO4LGvmNv5D,0.419,0.497,7,-9.532,1,0.0465,0.734,0.0,0.458,0.758,112.328,audio_features,https://api.spotify.com/v1/audio-analysis/6bFkXFZujrQBO4LGvmNv5D,154613,4
46,1.0,United Kingdom,3,Bryan Johnson,"Looking High, High, High",English,2,1960,0.0,0,Looking high high high,Bryan Johnson,0nYj9GfRDlR0LZRvt69Zcg,8,spotify:track:0nYj9GfRDlR0LZRvt69Zcg,0.625,0.836,7,-2.974,1,0.284,0.939,0.0,0.732,0.787,112.821,audio_features,https://api.spotify.com/v1/audio-analysis/0nYj9GfRDlR0LZRvt69Zcg,205559,4
47,2.0,Sweden,3,Siw Malmkvist,Alla andra får varann,Swedish,10,1960,0.0,0,Alla andra får varann,Siw Malmkvist,33VllQeUfMa4ux9LdiGFR6,7,spotify:track:33VllQeUfMa4ux9LdiGFR6,0.582,0.207,7,-9.621,1,0.139,0.932,8.47e-06,0.58,0.771,145.838,audio_features,https://api.spotify.com/v1/audio-analysis/33VllQeUfMa4ux9LdiGFR6,148376,3
48,3.0,Luxembourg,4,Camillo Felgen,So laang we's du do bast,Luxembourgish,13,1960,0.0,0,So laang we s du do bast,Camillo Felgen,2b8igdRH1x6lIjJd4IUGE7,2,spotify:track:2b8igdRH1x6lIjJd4IUGE7,0.274,0.706,3,-5.849,1,0.068,0.989,5.95e-05,0.865,0.672,98.535,audio_features,https://api.spotify.com/v1/audio-analysis/2b8igdRH1x6lIjJd4IUGE7,196259,4
49,4.0,Denmark,4,Katy Bødtger,Det var en yndig tid,Danish,10,1960,0.0,0,Det var en yndig tid,Katy Bødtger,5d9pbMLhZQmXYFyMC1NO9j,8,spotify:track:5d9pbMLhZQmXYFyMC1NO9j,0.377,0.352,5,-9.488,0,0.0356,0.985,0.00499,0.292,0.399,103.345,audio_features,https://api.spotify.com/v1/audio-analysis/5d9pbMLhZQmXYFyMC1NO9j,215435,4
50,5.0,Belgium,5,Fud Leclerc,Mon amour pour toi,French,6,1960,0.0,0,Mon amour pour toi,Fud Leclerc,2U0k7sc8lCBaFVmFkzhevp,5,spotify:track:2U0k7sc8lCBaFVmFkzhevp,0.271,0.776,2,-4.664,0,0.195,0.984,0.00221,0.956,0.426,106.566,audio_features,https://api.spotify.com/v1/audio-analysis/2U0k7sc8lCBaFVmFkzhevp,236984,3
51,6.0,Norway,1,Nora Brockstedt,Voi voi,Norwegian,4,1960,0.0,0,Voi voi,Nora Brockstedt,0catVIxBH7B5F6S5obaKkd,0,spotify:track:0catVIxBH7B5F6S5obaKkd,0.739,0.295,7,-9.697,0,0.0458,0.887,1.2e-05,0.0699,0.609,79.253,audio_features,https://api.spotify.com/v1/audio-analysis/0catVIxBH7B5F6S5obaKkd,138173,4
52,7.0,Austria,4,Harry Winter,Du hast mich so fasziniert,German,7,1960,0.0,0,Du hast mich so fasziniert,Harry Winter,4mOfSR11z0ViIKAIqxymW7,3,spotify:track:4mOfSR11z0ViIKAIqxymW7,0.222,0.666,10,-5.19,1,0.0854,0.981,0.000125,0.959,0.466,75.042,audio_features,https://api.spotify.com/v1/audio-analysis/4mOfSR11z0ViIKAIqxymW7,270630,5
53,8.0,Monaco,2,François Deguelt,Ce soir-là,French,3,1960,0.0,0,Ce soir la,François Deguelt,6C2fx08Snj39zham5oEOG8,1,spotify:track:6C2fx08Snj39zham5oEOG8,0.364,0.541,1,-6.281,1,0.0331,0.935,9.43e-05,0.423,0.425,100.996,audio_features,https://api.spotify.com/v1/audio-analysis/6C2fx08Snj39zham5oEOG8,210466,4
54,9.0,Switzerland,5,Anita Traversi,Cielo e terra,Italian,8,1960,0.0,0,Cielo e terra,Anita Traversi,4srnL6rMLR8SD50IlZFOMW,6,spotify:track:4srnL6rMLR8SD50IlZFOMW,0.348,0.696,2,-4.025,1,0.0557,0.977,0.000196,0.96,0.325,123.505,audio_features,https://api.spotify.com/v1/audio-analysis/4srnL6rMLR8SD50IlZFOMW,257908,5
55,10.0,Netherlands,5,Rudi Carrell,Wat een geluk,Dutch,12,1960,0.0,0,Wat een geluk,Rudi Carrell,2rLSLk5ke1KlZJUAyvl5fb,14,spotify:track:2rLSLk5ke1KlZJUAyvl5fb,0.697,0.509,8,-12.273,1,0.0911,0.798,0.0261,0.43,0.847,136.055,audio_features,https://api.spotify.com/v1/audio-analysis/2rLSLk5ke1KlZJUAyvl5fb,150467,4
56,11.0,Germany,5,Wyn Hoop,Bonne nuit ma chérie,German,4,1960,0.0,0,Bonne nuit ma cherie,Wyn Hoop,7JVj2i6ksSGlvoLz4LAyEu,9,spotify:track:7JVj2i6ksSGlvoLz4LAyEu,0.281,0.665,0,-4.63,0,0.0872,0.964,0.000368,0.957,0.515,91.619,audio_features,https://api.spotify.com/v1/audio-analysis/7JVj2i6ksSGlvoLz4LAyEu,283978,3
57,12.0,Italy,5,Renato Rascel,Romantica,Italian,8,1960,0.0,0,Romantica,Renato Rascel,3byNhNlbbGT4AXqaQQyojO,0,spotify:track:3byNhNlbbGT4AXqaQQyojO,0.298,0.0832,1,-20.59,1,0.0409,0.982,0.215,0.0772,0.22,127.995,audio_features,https://api.spotify.com/v1/audio-analysis/3byNhNlbbGT4AXqaQQyojO,200529,4
58,13.0,France,5,Jacqueline Boyer,Tom Pillibi,French,1,1960,0.0,0,Tom pillibi,Jacqueline Boyer,7v05PXGh3Sxqtpm8UR6sfu,0,spotify:track:7v05PXGh3Sxqtpm8UR6sfu,0.428,0.378,9,-7.914,1,0.0341,0.871,0.0,0.32,0.508,137.572,audio_features,https://api.spotify.com/v1/audio-analysis/7v05PXGh3Sxqtpm8UR6sfu,183733,4
59,1.0,Spain,1,Conchita Bautista,Estando contigo,Spanish,9,1961,0.0,0,Estando contigo,Conchita Bautista,6kZbhR81G2MF9gwUNcbGVF,9,spotify:track:6kZbhR81G2MF9gwUNcbGVF,0.574,0.876,5,-5.381,1,0.0494,0.747,0.0,0.389,0.906,91.817,audio_features,https://api.spotify.com/v1/audio-analysis/6kZbhR81G2MF9gwUNcbGVF,201718,4
60,2.0,Monaco,3,Colette Deréal,"Allons, allons les enfants",French,10,1961,0.0,0,"Allons, allons les enfants",Colette Deréal,3xSysXRdlCITE3KBxpCh9X,4,spotify:track:3xSysXRdlCITE3KBxpCh9X,0.632,0.41,11,-9.496,1,0.0517,0.773,0.0,0.122,0.908,138.707,audio_features,https://api.spotify.com/v1/audio-analysis/3xSysXRdlCITE3KBxpCh9X,136696,5
61,3.0,Austria,5,Jimmy Makulis,Sehnsucht,German,15,1961,0.0,0,Sehnsucht,Jimmy Makulis,0y89gIRqSHTdd9OfENjB2w,1,spotify:track:0y89gIRqSHTdd9OfENjB2w,0.313,0.174,0,-19.985,1,0.138,0.915,0.0,0.937,0.336,74.858,audio_features,https://api.spotify.com/v1/audio-analysis/0y89gIRqSHTdd9OfENjB2w,203025,4
62,4.0,Finland,1,Laila Kinnunen,Valoa ikkunassa,Finnish,10,1961,0.0,0,Valoa ikkunassa,Laila Kinnunen,3CQTCH8TFec0DufGiIuRsV,9,spotify:track:3CQTCH8TFec0DufGiIuRsV,0.347,0.272,10,-10.265,0,0.0318,0.972,0.000262,0.104,0.414,100.858,audio_features,https://api.spotify.com/v1/audio-analysis/3CQTCH8TFec0DufGiIuRsV,153933,4
64,6.0,Netherlands,6,Greetje Kauffeld,Wat een dag,Dutch,10,1961,0.0,0,Wat een dag,Greetje Kauffeld,6U0jLB9NlF9DdvHaV2Pi6O,15,spotify:track:6U0jLB9NlF9DdvHaV2Pi6O,0.473,0.348,7,-19.466,1,0.481,0.582,0.0,0.922,0.631,88.735,audio_features,https://api.spotify.com/v1/audio-analysis/6U0jLB9NlF9DdvHaV2Pi6O,226744,4
65,7.0,Sweden,4,Lill-Babs,"April, april",Swedish,14,1961,0.0,0,"April, april",Lill-Babs,4IEXyMRm99vnt0T2xuTxXi,9,spotify:track:4IEXyMRm99vnt0T2xuTxXi,0.572,0.403,10,-11.478,1,0.0408,0.637,0.0,0.0932,0.586,123.023,audio_features,https://api.spotify.com/v1/audio-analysis/4IEXyMRm99vnt0T2xuTxXi,151360,4
66,8.0,Germany,6,Lale Andersen,Einmal sehen wir uns wieder,"German, French",13,1961,0.0,0,Einmal sehen wir uns wieder,Lale Andersen,50YMk8O8D9H9iPUfGNeKjL,0,spotify:track:50YMk8O8D9H9iPUfGNeKjL,0.304,0.426,7,-5.374,1,0.0315,0.496,0.0,0.121,0.54,79.567,audio_features,https://api.spotify.com/v1/audio-analysis/50YMk8O8D9H9iPUfGNeKjL,144744,4
67,9.0,France,6,Jean-Paul Mauric,"Printemps, avril carillonne",French,4,1961,0.0,0,Printemps avril carillonne,Jean-Paul Mauric,357aAg9oreohC4Nr8T0Wrb,1,spotify:track:357aAg9oreohC4Nr8T0Wrb,0.655,0.319,4,-18.276,1,0.264,0.806,0.0,0.955,0.708,93.867,audio_features,https://api.spotify.com/v1/audio-analysis/357aAg9oreohC4Nr8T0Wrb,220710,4
68,10.0,Switzerland,6,Franca di Rienzo,Nous aurons demain,French,3,1961,0.0,0,Nous aurons demain,Franca Di Rienzo,4oI6GRJLKLZHPaFlCs8ONs,7,spotify:track:4oI6GRJLKLZHPaFlCs8ONs,0.418,0.179,0,-21.346,1,0.379,0.82,0.0,0.947,0.624,100.028,audio_features,https://api.spotify.com/v1/audio-analysis/4oI6GRJLKLZHPaFlCs8ONs,221049,3
69,11.0,Belgium,6,Bob Benny,"September, gouden roos",Dutch,15,1961,0.0,0,September gouden roos,Bob Benny,1aACvHfuj8DqgSK6SPlKRo,6,spotify:track:1aACvHfuj8DqgSK6SPlKRo,0.377,0.199,0,-20.283,1,0.123,0.855,0.0,0.971,0.419,99.872,audio_features,https://api.spotify.com/v1/audio-analysis/1aACvHfuj8DqgSK6SPlKRo,254826,4
70,12.0,Norway,2,Nora Brockstedt,Sommer i Palma,Norwegian,7,1961,0.0,0,Sommer i palma,Nora Brockstedt,2kjG6EiMlVcKJ0e5XPVWZi,0,spotify:track:2kjG6EiMlVcKJ0e5XPVWZi,0.252,0.144,5,-15.789,0,0.0328,0.956,2.06e-05,0.333,0.219,99.188,audio_features,https://api.spotify.com/v1/audio-analysis/2kjG6EiMlVcKJ0e5XPVWZi,217000,3
71,13.0,Denmark,5,Dario Campeotto,Angelique,Danish,5,1961,0.0,0,Angelique,Dario Campeotto,7ETXytirTgnMJzyxl4e7UI,23,spotify:track:7ETXytirTgnMJzyxl4e7UI,0.373,0.42,9,-6.021,1,0.0299,0.9,7.7e-06,0.289,0.535,110.32,audio_features,https://api.spotify.com/v1/audio-analysis/7ETXytirTgnMJzyxl4e7UI,239120,3
72,14.0,Luxembourg,5,Jean-Claude Pascal,Nous les amoureux,French,1,1961,0.0,0,Nous les amoureux,Jean-Claude Pascal,35PWl4T8d2U3a5AboajXXw,36,spotify:track:35PWl4T8d2U3a5AboajXXw,0.418,0.281,9,-12.761,0,0.0351,0.961,5.75e-05,0.115,0.251,116.433,audio_features,https://api.spotify.com/v1/audio-analysis/35PWl4T8d2U3a5AboajXXw,187107,4
73,15.0,United Kingdom,4,The Allisons,Are You Sure?,English,2,1961,0.0,0,Are you sure,The Allisons,11HmmUuYDX8HVcP1kgo2Fe,21,spotify:track:11HmmUuYDX8HVcP1kgo2Fe,0.518,0.455,8,-12.97,1,0.0351,0.264,4.57e-06,0.13,0.763,159.982,audio_features,https://api.spotify.com/v1/audio-analysis/11HmmUuYDX8HVcP1kgo2Fe,138387,4
74,16.0,Italy,6,Betty Curtis,Al di là,Italian,5,1961,0.0,0,Al di là,Betty Curtis,5Vh3dnYbPiHOjXfzxoHL1Z,5,spotify:track:5Vh3dnYbPiHOjXfzxoHL1Z,0.237,0.232,8,-11.582,1,0.032,0.872,0.0,0.2,0.152,81.093,audio_features,https://api.spotify.com/v1/audio-analysis/5Vh3dnYbPiHOjXfzxoHL1Z,249360,4
75,1.0,Finland,2,Marion Rung,Tipi-tii,Finnish,7,1962,0.0,0,Tipi-tii,Marion Rung,5VtaSzYEoPXJ28Qpt4ftXv,20,spotify:track:5VtaSzYEoPXJ28Qpt4ftXv,0.511,0.403,9,-8.434,0,0.0366,0.871,3.74e-06,0.107,0.634,82.623,audio_features,https://api.spotify.com/v1/audio-analysis/5VtaSzYEoPXJ28Qpt4ftXv,132400,4
76,2.0,Belgium,7,Fud Leclerc,Ton nom,French,13,1962,0.0,0,Ton nom,Fud Leclerc,0OgJ20kY3ls8xnPWvBTqBK,6,spotify:track:0OgJ20kY3ls8xnPWvBTqBK,0.3,0.601,0,-8.053,1,0.0724,0.742,0.0,0.844,0.416,63.427,audio_features,https://api.spotify.com/v1/audio-analysis/0OgJ20kY3ls8xnPWvBTqBK,192654,4
77,3.0,Spain,2,Víctor Balaguer,Llámame,Spanish,13,1962,0.0,0,Llamame,Victor Balaguer,5NIOZIbuLhFO1PQNv3pHhl,19,spotify:track:5NIOZIbuLhFO1PQNv3pHhl,0.366,0.754,10,-5.563,1,0.117,0.705,0.0,0.929,0.53,133.801,audio_features,https://api.spotify.com/v1/audio-analysis/5NIOZIbuLhFO1PQNv3pHhl,195188,3
78,4.0,Austria,6,Eleonore Schwarz,Nur in der Wiener Luft,German,13,1962,0.0,0,Nur in der wiener luft,Eleonore Schwarz,52VS1wnUiK0WTYfQXb13u6,3,spotify:track:52VS1wnUiK0WTYfQXb13u6,0.229,0.797,2,-5.893,1,0.236,0.767,0.0,0.889,0.328,49.939,audio_features,https://api.spotify.com/v1/audio-analysis/52VS1wnUiK0WTYfQXb13u6,214362,3
79,5.0,Denmark,6,Ellen Winther,Vuggevise,Danish,10,1962,0.0,0,Vuggevise,Ellen Winther,2k5OAYsdVSjLmgHQxxfR5U,13,spotify:track:2k5OAYsdVSjLmgHQxxfR5U,0.279,0.631,8,-8.299,1,0.0731,0.713,0.0,0.959,0.443,130.272,audio_features,https://api.spotify.com/v1/audio-analysis/2k5OAYsdVSjLmgHQxxfR5U,221337,3
80,6.0,Sweden,5,Inger Berggren,Sol och vår,Swedish,7,1962,0.0,0,Sol och vår,Inger Berggren,2xhpUacxXLIyicj2hzUlIO,0,spotify:track:2xhpUacxXLIyicj2hzUlIO,0.63,0.685,11,-5.097,1,0.047,0.61,2.05e-06,0.0903,0.892,106.279,audio_features,https://api.spotify.com/v1/audio-analysis/2xhpUacxXLIyicj2hzUlIO,187520,4
81,7.0,Germany,7,Conny Froboess,Zwei kleine Italiener,German,6,1962,0.0,0,Zwei kleine italiener,Conny Froboess,2v3TG35plidR486Cltpgxs,43,spotify:track:2v3TG35plidR486Cltpgxs,0.643,0.343,10,-13.016,1,0.027,0.0525,0.0,0.177,0.909,98.107,audio_features,https://api.spotify.com/v1/audio-analysis/2v3TG35plidR486Cltpgxs,165267,4
82,8.0,Netherlands,7,De Spelbrekers,Katinka,Dutch,13,1962,0.0,0,Katinka,De Spelbrekers,13grDYFiVgr7JZYh5H1JvB,13,spotify:track:13grDYFiVgr7JZYh5H1JvB,0.657,0.469,8,-12.161,1,0.0443,0.691,0.0,0.2,0.918,143.184,audio_features,https://api.spotify.com/v1/audio-analysis/13grDYFiVgr7JZYh5H1JvB,175493,4
83,9.0,France,7,Isabelle Aubret,Un premier amour,French,1,1962,0.0,0,Un premier amour,Isabelle Aubret,63CyM82WmgIkfiXDF5MBeX,0,spotify:track:63CyM82WmgIkfiXDF5MBeX,0.381,0.304,2,-11.252,0,0.0338,0.848,3.67e-06,0.0998,0.468,95.911,audio_features,https://api.spotify.com/v1/audio-analysis/63CyM82WmgIkfiXDF5MBeX,155467,4
85,11.0,Switzerland,7,Jean Philippe,Le retour,French,10,1962,0.0,0,Le retour,Jean Philippe,07Z83JIVcwewNHg2IUqjC7,3,spotify:track:07Z83JIVcwewNHg2IUqjC7,0.353,0.265,7,-15.32,0,0.0366,0.621,5.19e-05,0.0479,0.316,119.336,audio_features,https://api.spotify.com/v1/audio-analysis/07Z83JIVcwewNHg2IUqjC7,172084,3
87,13.0,United Kingdom,5,Ronnie Carroll,Ring-a-Ding Girl,English,4,1962,0.0,0,Ring-a-ding girl,Ronnie Carroll,6cpgVciS14zjEnLPF4mdBP,0,spotify:track:6cpgVciS14zjEnLPF4mdBP,0.56,0.252,5,-18.711,1,0.0653,0.934,2.06e-06,0.143,0.678,105.32,audio_features,https://api.spotify.com/v1/audio-analysis/6cpgVciS14zjEnLPF4mdBP,181272,4
